invoiceAmount,invoiceDiscountAmount,invoiceProfit
100,5,10
350,9.7,27.82
50,0,6.52
280,11.8,26.4
300,10.9,28.2
47.1,0,5.4
789.88,41.57,66.9875
400,0,41.45
846.74,44.57,77.735
480,8.5,86.5
50,2.2,4.6
220,5,25
340,6,105
1000,53.8,80.85
300,15,26
140,4,24
100,5,9.25
60,4.5,3.9
3793.13,117.31,233.7768
450,2,92.19
570,14,85
100,0,10.76
199.68,8.32,20.08
2297.7,120.93,202.05
658.63,20.37,51.93
130,0.25,17
570,25,156.07
460,24.31,39.295
80,5,7
50,0.4,6.7
1575.1,82.9,132.64
200,0,27.8
60,3.96,4.5
25,0,5
320,21,23
548.63,28.88,47.525
900,27.28,95.44
103.55,5.45,27.05
190,5,23
597.55,31.45,49.55
868.68,45.72,68.88
100,0,28
100,0,10.71
400,10,46.1
780,27,75.35
140,0,30
150,2,22.8
200,1,25
430,10,12.9
260,10,21.2
300,12,28.7
851.5,0,98.4
200,3,24
149.55,6,13.73
999.5,38.4,81.7977
70,0,9.1
720,24,80
198.59,10.45,18.828
470,16.9,18.15
250,5,36
1023,77,66.2
48,0,6.48
369.63,0,59.4
50,0,5.2
330,20,27.25
230,10,21.4
328.13,17.27,31.34
450.87,23.73,41.47
229.09,9.55,23.8144
100,1.5,11.7
727.51,38.29,62.23
1145.11,60.27,136.371
196,0,26
340,0,67
179.55,9.45,15.21
109.25,5.75,9.5
270,3.5,32.05
800,20,50
170,5,25
164.05,5.95,12.25
1997.55,72.45,97.55
558.6,29.4,53.7
199.5,10.5,15.25
111.25,5.86,8.545
1800,0,193
76.7,0,9.7
1314,146,-16.04
160,5,16
120,6,10.2
1388.69,73.09,123.111
57,3,4.8
140,8.47,10.4965
38,0,4.84
2050.271,107.909,177.391
273.6,14.4,24.24
289.52,7.42,30.5165
320,5.1,37.4
300,1.9,33.02
128.25,6.75,10.85
350,6.1,37.7
160,0,20
28.7,0,3.7
100,0,28
1589.35,83.65,135.35
90,0,15
179.7,8,18.3
850,55,43.6
570,20,23.7
2902.6015,152.7685,258.0315
240,4.3,26.8
610,0,68.23
175.98,0,33.57
40,1.5,4.24
100,0,14.6
20,0,3
235,10,22
150,11.6,9.4
600,10,38.8
330,6.3,37.45
450,10.2,44.1
500,3,50.36
997.5,52.5,77.5
210,4.2,23.8
55,2.7,5.2
300,8,40.35
1432.52,75.4,59.42
600,15,34.2
91.14,0,12.6
200,12.5,15.75
165,4.4,17.7
440,10.61,48.39
340,5,49.17
312.26,16.43,28.4155
50,0,15.75
470,25.88,41.006
776.97,24.03,70.66
30,2.88,-0.24
299.74,15.78,25.394
19.5,0,3.2
150,0,19.6
817.92,34.08,119.12
100,0,9
627.96,19.42,66.2786
461.08,34.7,29.9754
59.7,0,7.32
30,0,4.25
80,0,10.5
1910,60,160
140,5.8,13.2
720,12.76,108.5
1033.41,54.39,92.66
380,11.41,39.64
459.44,19,71.72
210,6.2,23
100,5,7.07
75,2.32,7.84
430,10.94,78.88
650,30,182.5
1412.92,74.36,124.316
48,0,6.48
1200,50,50
220,3,26
30.78,1.62,2.58
440,10,44
120,0,16
260,9.7,69.62
46,0,6
320,7,38
790,30,40
1200,50,121.25
470,8,52
320,4,33.44
109.38,0,16.26
27,0,3.7
50,0,15.75
190,5,20
100,0,18
20,0,4.4
220,7.2,22.4
24.08,0,3.34
55,2.7,5.2
260,10,27
100,3.5,10
440,25,100.5
880,27.32,85.94
40,0,8.8
65,4,5
200,2.2,23.72
100,0,13.06
380,10,70
410,10,44.8
260.49,13.71,48.15
200,0,24.56
75,0,10.5
49.04,0,6.76
10,0,1.4
2260,50,103.44
20.55,0,1.65
1514.64,46.84,98.7756
597.55,31.45,50.55
100.45,5.29,7.923
1200,50,50
189.34,0,24.47
14,0,2.04
200,0,35
580,0,61.5
40,0,12.22
25,0,5
300,15,26
86.7,0,12.1
100,4,8.8
19.12,0,2.7
180,10,14.6
230,15,18.8
20,3,-1.77636E-15
1750,0,171.55
280,5,33.5
335,0,39.22
160,5,16
380,19.2,45.2
3909.23,205.75,354.741
180,7.5,18.4
460,18,41
240,7.2,25.05
230,10,26
323,17,25.5
400,13.85,41.95
110,2.04,18.48
850,38,80.42
310,5,38
300.12,10.89,33.115
350,23.64,24.998
2140.35,112.65,179.65
100,10.2,4.14
90,5.33,7.43
800,10,85.5
120,0,16
800,20,50
120,2.03,13.35
14,0,2.2
110,2,18.93
1580,45,67.26
250,7.8,37.3
260,11,22.62
100,2.86,12.08
70,0,13
109.63,5.77,10.03
240,8,25.4
270,5,22.5
90,6,6.48
2690.69,141.62,227.685
290,7.75,28.1
1670,120,109.38
220,0,45
210,1.9,31.2
520,15.33,54.28
149.92,6.08,14.326
330,15,3.6
220.68,6.83,23.375
1360.65,49.35,77.65
30,0.8,3.4
240,12,22.72
10,0,1
60,0,12
100,0,11
600,15,34.2
19.59,0,2.17
20,0,2
28.2,0,5.58
47,0,3.75
180,0,18.56
196,0,26.98
180.12,9.48,16.14
2731.44,143.76,248.24
75,0,10.5
170,0,18.2
58,0,19.8
7816.79,411.41,591.29
78,0,10
731.5,38.5,60.2
213.75,11.25,18.55
1950,13.4,243.79
240,3.74,26.96
315.88,16.63,31.075
75,0,10
572.85,30.15,53.95
257.91,13.57,22.546
458.5,19.1,43.196
2365,0,215.77
115,4,11
298.87,15.73,30.57
340,10,35
120,0,10.91
115,0,17.09
600,15,34.2
10,0,1
840,21.8,92.09
180,0,26.2
7,0,1.33
1120,61,95
775.96,40.84,59.56
100,5,8.75
2336.525,122.975,208.025
40,0,6
100,10.39,5.0805
83.13,4.38,7.125
180.12,9.48,15.32
90,6,6.48
400,9.2,47.6
100,0,15
359.84,16.56,35.7384
350,5.2,51.83
539.14,22.46,76.636
190,2,25.96
600,10,35.51
170,11.44,19.298
20,2,0.7
420.11,12.99,43.507
100,2.6,11.44
330.6,17.4,30.63
310,0,39.2
50,1.35,5.41
410.4,21.6,34.4
42.64,0,5.76
72.83,3.83,6.167
300,5,34
200.15,5.1,21.95
200,18,10.7
179.5,3,20.9
280,5,55
170,9.5,14.13
987.81,51.99,84.65
146.97,7.74,12.865
200,7.9,20.18
200,6,20.8
50,0,9
430,15,44.79
882.17,46.43,72.07
370,5.19,43.9
190,9.5,16.19
130,2,14.2
100,0.9,12.35
330,5,44
850,33.65,83.95
230,0,42.25
100,9.2,4.7
1300,40,29.8
50,1,5.7
20,0.6,3.96
85,2.64,8.48
1439.42,75.76,165.061
430.8,10,48.4
430,22.76,36.252
1600,40,100
270,4.1,31.05
1500,50,135.5
20,0,2
50,0,6.6
160,0,14.56
260,9.84,25.35
200,12.6,15
150,0,20.5
19.5,0,2.5
323.95,17.05,26.95
427.06,22.48,35.343
226.01,6.99,23.41
629.39,29.66,56.37275
300,0,58
190,4.76,20.64
80,0,16.28
228,12,21
380,13,39
190,9.3,15.3
200,0,26.25
210,18.69,11.1555
5,0.1,0.6
170,2.33,36.83
148.68,7.83,12.575
70,0.4,8.8
200,0,19.82
30,1.5,2.61
50,2,4.8
160,0,45
2445.68,128.72,222.82
402.23,21.17,34.71
665.67,35.04,66.265
350,0.66,39.69
100,5,9
50,4.5,4.4
247.6,2.5,30.179
270,3.4,29.9
630,15,66
1826.12,96.11,154.5985
82.94,4.37,7.135
142.2,0,18.54
124,0,15.7
49,0,6.3
230,2.5,29.6
340,12,34.2
400,16.9,35.6
400,15,39.5
120,5,20
50.9,2.68,3.981
220,3,28.85
520,20,46.38
3643.345,191.755,311.595
18,0,2.34
641.82,33.78,54.72
95,0,12.1
1000,33.9,96.353
90,2.5,11
69,0,9
100,0,10
170,4.3,20
399,21,33.6
230,10,23
100,0,17.5
800,12.2,88.64
579.25,36.86,45.145
124.8,5.2,22.8
380,25,30
20,0.55,1.1
1262.227,66.433,111.227
130,1,17.45
1070,20,85.1
110,4,10.86
40,2.35,3.53
330,8,37.4
20,6,-0.4
5.57,0,0.79
54.88,0,6.64
85,2,11.08
3203,0,368.07
50,0,6
30,0,4.25
150,2.2,15.27
280,2,37.23
480,6,57
98.08,0,13.52
760,3.21,96.55
676.4,35.6,56.4
440.08,18,43.1
230,2.4,26.36
150,6,15.6
120,5,32.5
260,0,36
90,0,32.22
260,3.5,30.95
120,0.5,16.5
250,20,21.1
310,18,24.65
1200,70,74
230,5,23.82
342.64,0,43.42
1080,40,61.85
120,10.51,6.295
130,6.5,11.4
420,12,47.65
240,1,30.4
3571.62,187.98,287.82
120,4,12.16
20.55,0,1.65
149.5,0,19.5
360,10,43.8
320,5,27.5
187.42,9.86,5.976
450,10,66.67
439.8,11,48
140,5,16.8
35,0,4.5
1270.53,66.87,107.73
97.5,0,25.07
101,0,31.4
2800,100,163.65
470,13.85,48.95
48,0,5.16
201.63,10.61,16.698
631.28,33.23,58.075
279.37,0,34.58
50,4,3.2
256.5,13.5,23.65
80,3,7.4
30,0,6.93
13,0,2.8
170,6.7,16.22
500,0,72.65
50,0,6.53
350,11,39.8
338.93,17.84,26.2715
1239.47,65.24,106.775
60,0,9
460,6.4,55.53
100,0,26
220,15.8,15
280,16.91,37.595
90,2,12.2
530,31.2,45.19
130,3.9,9.9
170,1.5,21.6
760,17.55,85.23
560,10,24.36
160,0,29.5
2579.554,135.766,244.024
408.12,21.48,38.12
139,0,19
49.2,1.52,7.0384
9,0,1.3
30,0.8,2.98
159.84,8.41,27.6875
310,5.55,41.77
40,1.85,3.97
600,15,34.2
600,15,34.2
700,25,70
100,5.04,8.8
2365.5,124.5,124.5
50,0,5.36
80,6.2,5
260,5,25.45
1230,35,56.94
518.7,27.3,43.3
460,12,50.95
20,0.55,1.1
130,10.31,7.715
139.5,0,20.5
100,0,13.06
200,7,20
1079.24,56.8,153.648
309.43,9.57,32.73
10,0,1.4
50,2,5.2
19.8,0,4.62
220,5.18,22.52
555,0,54.56
450,20,37
50,0,11
38,0,4.84
58.9,0,18.8
120.75,0,14.83
18,0,2.34
60,3,5.52
199.5,0,26.04
77.32,0,10.16
47.44,0,7.98
210,10,13
80,0,8.57
6.8,0,1.14
350,6.4,40.1
144.05,4.46,15.145
430.12,0,64
35,0.1,4.8
110.62,5.82,21.578
210,7.88,37.62
170,0,18.2
35,0,4.2
250,5,26.3
266,14,22.96
4359.28,134.82,361.61
220,21.4,13.5
90,0.2,10
38,0,5.16
100,5,9.5
110,3.94,10.22
73.45,3.87,6.294
90,2,10
50,0,5.2
240,0,31
640,37,51.74
140,5,14.19
170,4.4,17.32
580,12.5,65.2
2083.92,109.68,182.12
190,0.4,24.4
688.75,36.25,58.75
110,3.2,10.8
270,5,33
90,0,10.8
65,1.44,6.41
2081.26,109.54,189.26
370,10,46
170,0,18.2
500,15.04,56.84
30,0,6.6
1480,10,124.13
50,0,6.53
510,28,42.4
190,5,23
150,0.5,19.5
1763.01,92.79,149.01
120,4,12
160,0,14.65
249.47,13.13,21.47
2365.5,124.5,124.5
345,0,18.6
700,17.25,81.1
170.18,0,19.5
844.37,44.44,47.7395
4200.42,221.07,349.1655
50,0,5.2
180,0,42.5
260,7.83,26.45
270,8.2,26
44.13,0,5.98
1910.93,100.58,154.525
380,21.9,42
520,29.6,41.4
20,0,6.4
230,0,28.78
260,7.5,84.15
175,4.2,19.15
100,0,13
160,5,16
60,0,8.5
820,20,89.2
270,0,46
2960.01,155.79,242.76
200,3.3,23.2
982.61,51.72,81.5135
75,2.36,7.88
360,13.35,34.15
120,3,12.9
4.15,0,0.77
310,18,24.65
130,10,6.8
800,32.88,73.56
415,21.7,38.6
130,5,13
90,0,15
600,30,73
850,28.44,132.68
498.75,26.25,42.14
210,0,18
260,5,30
30,1.5,2.61
50,0,6.52
190,0,28
650,14,59.73
130,2.5,14.7
160,5,19
530,10,60.82
104.5,5.5,8.8
120,6,10.44
55,0,8.34
180,6.8,15.8
110,4.44,9.88
570,33,48.4
260,10,30.5
355.3,18.7,27.3
59.92,0,7.84
110,5,6.3
130.85,6.89,9.333
20,0,2.6
480,10,53
30,0,6.9
30,1.5,2.61
3053.68,160.72,185.08
230,8,27.04
799.27,33.3,78.9372
248,0,36
20,2,0.7
250.8,13.2,21.6
8.8,0,1.08
100,5,9
10,0,1.4
10,0,1.4
300,17,24
20,1.6,1.2
220,3.5,26.57
120,0,16
132.24,6.96,11.14
900,22.15,107.1
55,0,15
570,20,23.7
80,0,10.75
120,0,15.6
160,0,23.3
130,5,14
24,0,2.96
1192.82,62.78,102.42
146.91,7.73,12.588
141.05,7.42,11.9665
340,0,44
140.7,0,18.3
497.52,0,66.88
1700,0,165
190,9,13
100,0,26
200,0,40
50,0,9
210,7,22.26
100,3.41,10.1
40,2.35,3.53
1000,16.7,115.9
60,2.8,9.24
10,0,1.4
220,0.45,28.16
440,4.3,55.85
1043.96,54.95,120.835
40,0,10
420.85,22.15,38.95
20,0,6
220,0,28.7
110,6.5,8.9
700,5.6,81.02
90,4.1,19.2
200,0.9,28.05
40,1.85,3.87
50,2,9.2
25,0,2
40,2.44,2.28
300,12.63,28.14
140,0,19
380,23.2,29.2
400,8.5,43.6
50,0,4.5
859.94,45.26,80.04
70,2.38,7
130,1.3,16
426,0,56
2574.12,135.48,216.02
340,17.1,36.95
300,16.8,24.52
20,0,2.8
30,0,4.25
240,10,25
200,7,20
667.47,35.13,63.87
940,15,95.1
180,0,26.2
950,30,97.4
897.66,47.25,76.725
200,10.8,18.16
259.73,13.67,24.03
180,3.75,20.22
270,1.65,33.78
855,45,77.4
20,3.6,-1.33227E-15
290,0,58
198.85,6.15,26.85
100,0,13.08
257.41,13.55,21.602
220,5,35
494.76,26.04,39.03
270,5,36.25
30,0,4.5
92.72,4.88,7.82
45,0,4.5
270,5,36.25
1045,55,75
150,0,21
114,6,11.5
460.75,24.25,41.25
20,0,2.8
199.5,10.5,20.05
2949.51,155.24,253.0725
888.3,56.7,85.05
100,4.5,21.87
50,0,17.33
23.28,1.23,2.275
300,10,26.2
2711.59,142.72,164.805
385.7,20.3,34.5
80,0,10.66
120,3.07,12.98
1173.63,61.77,99.01
590.54,18.26,57.936
200,0,26
100,0,13.9
340,7,37.03
160,0,23.3
576.32,30.33,60.5175
1247.84,65.68,117.824
240,0,42.72
290,19.6,24
400,10,43.3
343,0,47.55
513.19,27.01,48.41
191,0,51.4
167,0,14.31
125,4.7,12.3
130,0,15.46
80,4,7.64
320,10,38.3
1738.5,91.5,167.25
40,2.9,2.35
75,1.95,7.8
358.34,24.91,26.88875
736.79,38.78,62.8615
1020,41.88,94.71
530,30,16.47
1999.12,138.98,139.4735
300,15,1.95
430,1.43,54.84
729.22,38.38,61.68
423,0,55
15,0.4,1.7
213.7,0,28.94
180,0,42.5
130,7.75,10.2
504.4,26.55,45.5325
165.3,8.7,17.46
180,2.2,21.8
2793.6,86.4,238.2
110,2.2,12
230,7.6,23.4
1631.44,85.87,148.855
539.08,28.37,51.6775
30,0,30
80,0.6,10.4
100,5,9
48,0,6.48
3.6,0,0.84
80,0,11.5
1150,45,49.1
299.25,15.75,27.75
100,0,15
400,85,-18.7
2720,100,179.5
20,0,4.4
20,0,3.81
668.78,0,82.61
100,0,11.25
80,0,12
270,5.1,29.05
542.83,28.57,41.67
65,1.2,8.1
85,2.5,9.03
120,5,20
217,0,31.3
600,15,63.9
7.6,0,0.92
275,0,27.5
120,10,7
100,4.72,9.14
40,2.8,4.54
140,1,13
20,0,6.4
200,1.6,27.2
430,10,56
1000,62.51,81.795
120,3,8.98
240,2,30
319,17.2,26.8
20,0.8,2.84
90,1.5,10.9
60,0,5.2
40,2.3,3.1
160,9.55,13.7
115,1.1,14.84
95,0,11.07
105,6.34,8.823
240,0,35
100,4,10.3
630,20,25.5
35,1.64,4.86
400,22,73.9
540,15.6,64
330,20,27.25
110,5,30
140,6,15.7
180,17.28,-1.444
220,12,20.4
198,0,27.33
317.84,16.73,26.9115
1075.88,56.63,90.87
200,2.5,26.6
200,3,48.24
200,8.91,20.34
500,1.6,73.04
2559.295,95.705,143.115
600,0,78.2
379.25,13.76,38.245
410,12,54.14
150,10.16,12.242
579,21,55.24
100,0,13.06
57.4,0,7.4
120,0,17.8
60,0,8.3
190,5.2,21.64
245.1,12.9,23.1
1469.55,45.45,86.95
180,8,180
1358,42,164.57
380,12.06,41.74
427.5,22.5,37.5
520,20,50.2
270,5,33
100,0,28
80,5.1,6
359.1,18.9,30.42
2890,74.89,202.65
68,0,9.4
45,1.2,5
80,5.3,4.9
30,2.1,2.2
50,0,6.53
440,13,57.15
264.01,13.9,44.405
940,30,67
363.85,19.15,32.73
690,17,74.5
700,11,58.28
259.35,13.65,20.95
826.64,43.51,69.9925
2256.25,118.75,243.54
635.07,33.42,55.8255
1350,45,94.5
425,15,48.95
1200,50,50
198.59,10.45,18.828
600,12.44,64.77
416.01,21.9,37.325
330,18,27.24
259.32,10.8,19.7352
40,0,5.2
140,0,21.02
28.7,0,4.09
175,0,30.8
70,0,10.2
120,0,18
15,0,1.5
230,10,22.4
1132.38,0,193.78
120,6,9.47
531.5,40.01,35.595
3548.54,186.77,300.035
12,0,3.3
700,28,12.7
543.8,0,69.95
910.39,47.92,83.5845
152,8,22
100,4,9
3192.29,168.02,285.585
330,8,37.1
700,20,78.88
500,40,49.69
60,1.5,6.36
558,42,36.2
160,14,10
40,6,-3.55271E-15
189.6,0,23.2
15,1,1.65
180,6.9,18.86
60,1.69,9.18
500,0,175
150.4,0,19.56
800,20,50
42.35,0,5.97
220,5,30.5
950,20,77
570,20,23.7
311.6,16.4,26.25
160,5,16
350,8,38
1340.87,100.93,87.674
558.2,38.81,39.195
30,0,4.17
300,0,54
50,1.3,7.7
1539.29,81.02,129.545
1080,0,180
90,0,9
200,8,19.1
1300,55,59.25
6.95,0,3.69
100,3.02,10.41
1200,79,102.7
8,0.22,0.44
499.7,26.3,42.7
18,0,2.34
100,0,9.1
270.03,5,30.91
40,0,20.8
44.55,0,6.58
70,0,10
70,0,16.1
130,3.3,14.1
279.21,14.7,39.555
240,10,32
230,14.9,17.89
29.9,0,8.9
25,3.6,0.1
399,21,36
1976.57,104.03,155.97
99.85,5.26,8.645
230.4,9.6,20
110,10,5.6
119.7,6.3,11.06
500,20.4,52
986.98,41.12,93.136
220,0,220
49,0,9.8
562.41,17.39,60.606
159.32,8.39,14.615
600,15,34.2
15,0,1.5
61.75,3.25,10.75
1620.74,85.3,143.88
170,0,31.5
19.15,2,0.75
100,10,3.5
390,1.36,43.42
130,5,14
609.79,25.41,58.612
1694.42,89.18,152.57
280,14.78,24.621
170,2,20
370,8,41.32
250,0,40
150,0,22.5
103.03,5.42,8.9275
40.38,2.13,3.525
145,1,19.19
220,3.02,26.08
32.88,0,2.64
326.55,17.19,29.553
150,4.9,15.15
120,4,14
1652.07995,59.92005,84.73995
189.525,9.975,16.975
50,0,6.53
220,7.2,26.2
570,30,48
326.64,17.19,29.4485
40,1.85,3.87
400,43,16
740,24.2,78.904
440,26.4,31.48
100,0,22.52
360,11.7,36.8
480.94,25.31,69.0375
190,3.41,20.53
250,0,32
2750.25,99.75,159.34
560,33.8,43.5
100,5,9
1230,30,87.14
320,10,25.19
110,0,11
200,5.25,21.8
130,3,10.64
20,4,-1.42
1866.6835,98.2465,156.2135
200,10,16
190,2,23.08
50,5,2.2
140,2.5,1
480,21.3,48.851
129.49,1.31,15.692
45,0,6.09
80,4,7.64
60,1,7.1
570,33.31,43.495
220,10,20
150,0,15.21
89.92,0,11.76
150,0,27
149.03,7.84,12.5265
149.03,7.84,12.5265
290,4,35.35
737.24,38.8,59.948
100,0,15
60,2,6.2
260,0,30.92
798.84,42.04,67.796
20.09,0,2.59
40,0,20.8
3446.93,181.42,361.8825
1272.43,66.97,172.3
480,10,63
780,40,30
161.45,8.5,13.5525
160,5.64,15.33
14,0,1.94
360,8.48,99.18
270,7.9,50.4
110,5,6.3
200,0,50
170,0,17
1197.67,63.04,106.605
527.25,27.75,44.85
290,4.81,29.18
10,0,2
55,2,2.9
1500,50,188.3
160,2,20.2
40,0,13.16
775.2,40.8,67
190,0,28.5
60,0,6
896.13,47.16,70.5155
310,4.74,46.32
200,15,6.93
20,0,2.8
418.95,22.05,38.71
90,6,6.48
99.75,5.25,8.25
331.36,17.44,31.56
160,5.5,16.55
225,10,18.82
50,2,4.8
360,10.69,40.38
230,10.5,20.9
180,4.8,17.9
440,0,51.8
370,14,39.2
390,10,48.18
9.72,0,1.26
97.5,4,9.9
300,4.14,34.54
280,10,33.6
620,0,48.06
700,25,40
362.5,15.26,34.09
580,35,45
100,0,15
189.36,0,24.72
521.18,27.43,43.2595
1098.63,57.82,91.15
130,10,6.8
313.5,0,80.4
40,1.6,6.9
584.25,30.75,46.44
320,10,33.05
60,0,8.5
440,17.56,40.18
259.35,13.65,36.15
28.7,0,3.7
1425,75,132
120,0,24
331.63,17.45,27.516
330,10,36
20,0,5.8
75,1.95,7.8
2588.75,136.25,141.57
220,0,27.02
75,0,7.74
329.4,0,42.95
3000,150,260.87
178.13,9.38,16.525
330,5,55.75
210,10,18.6
70,0,7
138.25,0,40.82
290,10,50
500,28,43.94
4987.5,262.5,524.5
2999.78,157.88,252.837
570,19,57.26
200,12.51,15.745
635.17,33.43,57.77
210,0,20.18
95,0,11.07
9.72,0,1.26
305.14,16.06,25.94
60,4,7.8
70,0,11.83
60,0,6
942.32,49.6,90.824
2846.75,103.25,1016.75
50,0,15.25
21,0,2.91
558.6,29.4,53.7
170,0,18.2
159.9,0,20.79
440.9,23.21,37.295
580,10,33.7
220,5.44,23.3
525.39,16.25,54.2708
240,11.5,22.59
370,0,82
80,2.5,11.4
492.1,25.9,37.5
148.5,0,19.6
321.19,13.38,30.2572
598.5,31.5,55.3
167.2,8.8,13.2
20,0,5.2
380,15,5.55
379.78,15.82,37.776
270,5,22.5
170,4.6,18.15
420,14.6,42
999.31,52.6,84.605
61,0,8.1
570,30,48
89,0,15.3
140,2.6,16.28
100.8,0,13.2
250,0,36.35
1000,48.47,84.39
320,2.3,31.89
195,0,27
290,4,35.76
1950,80,155.95
430,14.85,44
800,27.04,89.68
399,0,53.9
160,0,23.3
199.4,2,24.46
99.18,0,10.11
1680,40,92.3
470,20,14.02
20,0,5.8
97.5,0,25.4
54,0,7.02
700,20,21.65
570,20,23.7
85,2.3,9.2
431.39,13.34,44.6681
94.5,0,12.7
700,25,52.9
99.5,0,12.2
860,30,50.5
117,0,15.7
450,0,59.8
120,0,14.93
289.94,15.26,25.94
181.6,0,27
299.51,10,30.77
100,0,18
150,7,9.1
270,5,33
120,0,17
900,28.28,95.8116
1230,66.71,105.79
500,15,50.5
77.32,0,10.16
1529.31,80.49,129.51
2624.8,95.2,174.3
170,5,17.9
50,0.82,5.9
240,8,28
30,1.5,2.61
200,5,24
4630,90,292.42
120,0,36
490,13.23,56.39
2800,100,163.65
75,3,7.2
342.5605,18.0295,30.4405
40,0,4
80,0.8,9.7
50,0,4.5
220,3.2,22.6
85,0,20.34
100,0,14
290,5.7,32.8
199.5,10.5,16.5
280,0,70
180,12,13.08
71.95,3.79,5.523
257.17,13.54,25.765
99.75,0,13.65
210,7,17
160,8,15.28
115,0.4,15.4
100,4.5,21.87
220,0,54.7
480.7,18,36.42
310,12.45,30
280.15,10,28.11
150,0.4,27.1
100,8,6.9
70,4,3.28
170,9.2,14.15
650,47,42
446.03,23.48,37.725
100,0,10.71
200,0,32.5
100,0,39.96
100,2.44,11.52
375,0,42.09
200.05,0,26.09
460.56,24.24,38.76
10350,900,600
1046.24,55.07,92.235
150,5.4,14.8
30,1.5,2.7
60,3,5.4
60,3.4,29.57
170,1.54,19.88
70,0,8.6
55,0,5
140,2.5,15.85
30,1.5,2.8
200,0,24.56
44.55,0,6.58
260.05,0,34.59
50,0,7
335,10,8.6
92,0,9
4038.02,212.53,256.1725
80,4,7.64
721.49,22.31,64.516
350,9.7,27.82
144.5,7.61,13.4045
490,26.8,41.7
24,0,2.96
113.94,0,14.52
100,4.5,21.87
697.97,36.74,57.315
200,2,27.02
160,6.5,15.3
711.98,22.02,56.67
413.51,12.79,42.811
270,1.08,36.9
100,0,18
260,6.8,27.82
100,2.06,11.26
144,0,18.81
916.95,48.26,74.6295
250,10,29
39.5,0,9.2
470,17.41,47.09
70,0,9.17
71.06,3.74,6.16
1037.84,54.62,83.717
50,0,9
50,0,6.8
100,0,15
546.25,28.75,46.25
25,1.44,1.28
1429.43,75.23,109.997
739.43,22.87,82.031
700,15,84.18
910,15,105.5
380,12.06,41.74
120,1.9,12.2
526.57,27.71,52.866
98.58,0,12.86
170,0,18.2
260,4.5,30.8
500,18.41,23.03
210,0,20.5
95,0,11.07
750,22.35,78.05
270,8,28.3
596.27,31.38,51.7675
10,1.34,0.06
68.6,0,9.5
14,0,1.94
520,23.9,49.6
111.25,5.86,8.545
130,3.3,14.1
100,5,9.2
120,3,120
370,19.6,31.9
996,30.8,98.396
140,0,18.3
1070,57.85,91.5475
400,8.25,45.54
48,0,5.16
922.55,28.53,95.8276
30,0,3.9
80,0,10
1166.41,61.39,98.81
93,0,12.12
1000,346.51,-171.105
450,28,31
240,5,30
800,20,40
80,0,10.53
1508.03,79.37,132.43
797.1,41.95,64.7975
430,15,39.02
100,0,20
180,0,45
720,40,13.2
580,12.75,66.22
100,0,13
830,12.3,96.4
240,3.5,31.66
100,4,15.32
90,0,8.18
506.4,26.65,45.0975
1643,68.46,132.7716
90,1,18.3
470,15,58
450,15.4,45.25
320.35,13.35,30.252
340,11.8,35.8
399.76,16.66,40.5132
289.8,4,41.6
100,1.38,6.76
102.6,5.4,8.8
201.31,10.6,17.405
100.7,0,20.3
129.6,2,15.14
665,35,68
220.4,6.82,21.1134
130,3.9,9.9
319.01,16.79,26.86
100,0,17.5
62.47,3.29,1.992
3001.72,157.99,254.715
829.9,30.1,97.95
60,0,6
150,2.2,17.2
44.55,0,6.58
1033.65,54.4,89.1575
50,0,8
60,0,7.2
30,1.5,2.61
1000,57.6,83.4
1520,81.37,132.0515
2658.22,139.91,226.91
230,4.2,24.6
120,0,16
450,28,31
236.44,0,29.92
96,0,11.84
40,1.5,3.7
1147.62,60.4,102.919
291,9,63
600,15,34.2
250,5.9,26.92
200,5.5,21.2
50,7,-0.67
60,0,5.45
57.7,0,7.9
700,7.5,73.57
40.39,0,5.53
900,24.49,95.91
137.1,0,17.3
91.2,4.8,7.2
240.14,10,21.5
50,0,6.53
34.4,0,4.5
171,9,17.2
1400,74.51,113.045
565.25,29.75,47.65
130,1.76,15.42
170.82,5.28,17.717
720,21,76
230,7.3,25.64
899.63,27.82,95.1265
96,0,12.1
2306.97,121.42,174.2755
796.8,33.2,80.8
10,0.8,0.48
150,0,13.64
90,3.2,10
1360,50,77
315.92,0,41.36
100,8,6.9
751.85,39.57,64.189
20,0,12.5
300,1.1,37.84
1340,74,115.5
1250,50,112.8
200,0,24.56
550.1,27,46.4
240,2.55,28.95
150,0,37.5
346.75,18.25,29.15
230,6,25
130,2,15.16
591.85,31.15,49.9
20,0.55,1.1
2278.71,158.41,167.0872
600,12.94,67.31
617.6,22.4,61.2
50,0,15.25
225,0,26
10,0,1.4
757.125,44.175,60.455
419,18.16,38.5652
2128.71,112.04,214.2125
32.4,0,4.2
25,0,3.3
308.75,16.25,26.14
309.7,16.3,25.72
24,0,2.58
380,10,81.8
187.42,9.86,5.976
720,20,127.58
99,0,12.9
270.75,14.25,28.75
10,0,1
130,7.6,9.4
44.55,0,6.58
910,32.9,110.77
259.75,9,24.45
179.08,9.43,16.175
45,2.24,3.28
940,19.8,138.4
651.61,34.3,55.405
290,10,29.13
26,0,5.6
99,0,21.67
365.75,19.25,30.97
310,4.5,35.74
1270,43.51,129.245
230,5.3,27.4
79.1,0,10.3
230,0,21.86
370,0,56.7
140,6.8,12.8
318.93,13.29,36.4712
20,0,2
370,15,7.6
