invoiceAmount,invoiceDiscountAmount,invoiceProfit,invoiceDate
730,25,74,3/18/2019 8:53
780,28.65,116.92,3/18/2019 8:55
1350,30,150,3/18/2019 8:57
290,4.64,30.88,3/18/2019 8:57
269,0,33.56,3/18/2019 8:59
125,3,12.6,3/18/2019 9:00
1800,43.7,196.62,3/18/2019 9:02
345,0,18.6,3/18/2019 9:21
60,0.3,7.2,3/18/2019 9:22
440,10,58,3/18/2019 9:23
1020,18.3,139.41,3/18/2019 9:24
35,0,4.66,3/18/2019 9:27
248.34,0,33.86,3/18/2019 9:30
2110,65.6,123.4,3/18/2019 9:32
74.8,0,10.47,3/18/2019 9:36
300,11.84,28.52,3/18/2019 9:37
190,4.4,20.92,3/18/2019 9:41
170,0,18.2,3/18/2019 9:44
60,0,13.86,3/18/2019 9:45
1994,104.95,163.7025,3/18/2019 9:50
320,1.9,40.12,3/18/2019 9:51
2430,129,126.9,3/18/2019 9:53
1200,20,98.6,3/18/2019 9:55
35,0,5.42,3/18/2019 9:58
900,160,-15,3/19/2019 9:09
560,11.64,47.46,3/18/2019 10:05
30,0,8,3/18/2019 10:19
20,0,6,3/18/2019 10:20
150,0,20.25,3/18/2019 10:22
456,24,38.23,3/18/2019 10:26
374.3,19.7,31.34,3/18/2019 10:29
185,0,24,3/18/2019 10:30
250,0,36.59,3/18/2019 10:32
380,10,41.5,3/18/2019 10:35
371.9,11.5,38.498,3/18/2019 10:41
735.24,38.7,66.263,3/18/2019 10:46
200,9,18.3,3/18/2019 10:47
430.86,22.68,34.533,3/18/2019 10:48
50,0,5,3/18/2019 10:55
100,0,15,3/18/2019 11:00
230,0,30,3/19/2019 8:30
160,0,25.2,3/19/2019 8:36
95,6.4,9.4,3/19/2019 8:39
187.15,9.85,15.75,3/19/2019 8:40
387.49,20.39,31.726,3/19/2019 8:45
80,0,14,3/19/2019 8:54
100,0,12.21,3/19/2019 8:56
180,0,45,3/19/2019 8:58
858.45,26.55,61.15,3/19/2019 8:58
130,0,33,3/19/2019 9:04
1100,53.34,99.06,3/19/2019 9:26
100,0,10,3/19/2019 9:28
40,1.1,2.2,3/19/2019 9:31
660,41.71,54.64,3/26/2019 9:39
70,0,10.5,3/26/2019 9:39
59.38,0,7.62,3/19/2019 10:08
500,0,46,3/19/2019 10:09
494,26,42.75,3/19/2019 10:26
2352.87,123.84,197.3745,3/19/2019 10:28
100,0,13.5,3/19/2019 10:33
110,4.4,35,3/19/2019 10:53
114.48,6.03,9.475,3/19/2019 10:53
40,0,3.6,3/19/2019 10:53
500,28.8,63.4,3/19/2019 11:03
80,0,10,3/19/2019 11:37
50,5.6,2,3/19/2019 11:54
170,0,22,3/19/2019 12:07
40,0.64,4.66,3/19/2019 12:07
70,0,7,3/19/2019 12:10
25,0,3.26,3/19/2019 12:16
220,0,27.02,3/19/2019 12:29
120,0,15.8,3/19/2019 12:35
30,4.51,-0.005,3/19/2019 12:57
380,10,41,3/19/2019 12:58
89.44,4.71,7.5425,3/19/2019 1:02
50,0,5,3/19/2019 1:12
170,0,29.4,3/19/2019 1:16
120,1,14.8,3/19/2019 1:27
19,0,2.42,3/19/2019 5:22
160,0,22,3/19/2019 5:22
860,49,72.3,3/19/2019 5:23
1697.59,89.35,146.713,3/19/2019 5:25
750,39.51,63.095,3/19/2019 5:37
60,3.54,4.38,3/19/2019 5:43
400,27.6,26.5,3/19/2019 5:48
360,10.85,29.75,3/19/2019 5:56
19.5,0,2.1,3/19/2019 5:56
48,0.15,6.19,3/19/2019 6:11
89.78,4.73,7.875,3/19/2019 6:17
491.91,25.89,55.78,3/19/2019 6:31
95,5,11,3/19/2019 6:31
559.97,29.47,46.848,3/19/2019 6:34
30,0,4.62,3/19/2019 6:35
270,10,25.18,3/19/2019 6:40
780,27.3,78,3/19/2019 6:51
51.87,2.73,4.43,3/19/2019 6:53
180,1.7,22.64,3/19/2019 7:00
340,8,37.4,3/19/2019 7:03
480,15,29.73,3/19/2019 7:07
304,16,25.74,3/19/2019 7:08
159.6,8.4,13.52,3/19/2019 7:09
1200,50,113,3/19/2019 7:11
60,0,8.75,3/19/2019 7:13
990.37,30.63,109,3/19/2019 7:14
800,10,33.65,3/19/2019 7:21
180,0,15,3/19/2019 7:21
50,0,6.15,3/19/2019 7:21
110,3.1,8.9,3/19/2019 7:23
2950,100,202,3/19/2019 7:29
110,4.4,35,3/19/2019 7:30
1629.6,50.4,168.6,3/19/2019 7:30
75,0,8.98,3/19/2019 7:32
250,19.04,14.078,3/19/2019 7:35
105,1.95,12,3/19/2019 7:36
210,10,23,3/19/2019 7:37
100,10,10,3/19/2019 7:37
420,0,40,3/19/2019 7:38
376.58,19.82,31.88,3/19/2019 7:38
110,4.99,10.01,3/19/2019 7:40
360,20,30,3/19/2019 7:42
60,5,0.91,3/19/2019 7:42
48.3,0,6.3,3/19/2019 7:43
120,0,32,3/19/2019 7:44
571.9,30.1,51.5,3/19/2019 7:50
44,0,5.04,3/19/2019 7:54
390,19.6,32.5,3/19/2019 7:57
150,0,20.75,3/19/2019 8:02
176.03,9.26,14.3955,3/19/2019 8:08
200,5,36.63,3/19/2019 8:08
290,5,33.35,3/19/2019 8:09
359.1,18.9,33.18,3/19/2019 8:13
440,0.55,55.7,3/19/2019 8:14
308.75,16.25,26.14,3/19/2019 8:15
326.74,17.2,74.123,3/19/2019 8:18
160,3.8,17.65,3/19/2019 8:22
390,5,54.3,3/19/2019 8:25
800,23.7,80.01,3/19/2019 8:26
110,4.4,35,3/19/2019 8:26
200,10,20,3/19/2019 8:28
270,4,32.26,3/19/2019 8:33
209,11,18,3/19/2019 8:33
300,17.45,23.8975,3/19/2019 8:36
290,3,33.28,3/19/2019 8:37
270,1.3,34.6,3/19/2019 8:39
20,3,0.2,3/19/2019 8:40
570,14.1,60,3/21/2019 10:15
250,0,80,3/19/2019 8:41
423.6,13.1,45.109,3/19/2019 8:45
214.99,11.32,16.485,3/19/2019 8:46
219.36,11.55,19.6245,3/19/2019 8:46
100,5,9.2,3/19/2019 8:47
310,15,27.39,3/19/2019 8:50
140,2.44,16.12,3/19/2019 8:50
90,2.7,9.2,3/19/2019 8:53
590,10,50,3/19/2019 8:54
1239.75,65.25,114.25,3/19/2019 8:54
255.27,13.44,22.315,3/19/2019 8:59
380,0,19.8,3/19/2019 9:00
600,10,72.6,3/19/2019 9:00
726.37,38.23,61.57,3/19/2019 9:02
400,5.6,47,3/19/2019 9:04
779,41,67.1,3/19/2019 9:07
460,4,57.06,3/19/2019 9:08
28.7,0,3.7,3/19/2019 9:09
135,0,19,3/19/2019 9:09
4819.02,174.78,430.517,3/19/2019 9:09
200,16,13.8,3/19/2019 9:10
60,0,8,3/19/2019 9:10
240,10,23.08,3/19/2019 9:11
120,3.8,12.4,3/19/2019 9:20
80,0,10.48,3/19/2019 9:24
866.63,45.61,69.748,3/19/2019 9:26
193.42,10.18,18.13,3/19/2019 9:26
200,12.11,15.595,3/19/2019 9:28
45,3.54,2.083,3/19/2019 9:28
531.78,0,102.39,3/19/2019 9:31
110,5,6.3,3/19/2019 9:33
75,0,10.34,3/19/2019 9:34
1100,100,150,3/19/2019 9:34
170,16,8,3/19/2019 9:40
513.04,27,43.428,3/19/2019 9:45
358.93,18.89,29.769,3/19/2019 9:45
28,0,4.08,3/19/2019 9:50
460,0,60,3/19/2019 9:51
170,10,13.48,3/19/2019 9:54
589.95,31.05,52.29,3/19/2019 9:54
140,0,20,3/19/2019 9:55
600,15,67.74,3/19/2019 9:57
513,27,48,3/19/2019 9:59
900,58,27.35,3/19/2019 10:00
475.18,14.7,49.3036,3/19/2019 10:04
500,11.74,56.56,3/19/2019 10:07
920,15,47.3,3/19/2019 10:14
120,0,15.7,3/19/2019 10:18
149.18,0,21.04,3/19/2019 10:19
589.95,31.05,49.68,3/19/2019 10:19
316.95,16.68,26.8185,3/19/2019 10:22
561.45,29.55,50.31,3/19/2019 10:26
804.65,42.35,65.05,3/19/2019 10:28
733.7325,38.6175,63.5325,3/19/2019 10:30
100,0,13,3/19/2019 10:31
400,15,12.4,3/19/2019 10:35
453.5,0,64.7,3/19/2019 10:41
200,8.17,18.83,3/19/2019 10:52
900,0,99,3/19/2019 11:06
280,0,70,3/20/2019 8:53
140,3,16.8,3/20/2019 9:01
390,4.58,47.79,3/20/2019 9:07
25,2.8,1,3/20/2019 9:19
726.75,38.25,63.55,3/20/2019 9:28
200,4,22.52,3/20/2019 9:31
55,4,4.3,3/20/2019 9:33
88.8,0,11,3/20/2019 9:42
459.61,24.19,38.51,3/20/2019 9:58
110,0,15,3/20/2019 10:01
214.67,10,18.39,3/20/2019 10:26
20,5,4.99,3/20/2019 10:02
270,15,22,3/20/2019 10:08
1375.89,42.55,100.0168,3/20/2019 10:19
110,0,7.57,3/20/2019 10:21
210,5,18.04,3/20/2019 10:47
250,5,53.18,3/20/2019 10:58
60,1.5,8.5,3/20/2019 11:01
147.63,7.77,11.63,3/20/2019 11:06
1930,20,200.4,3/20/2019 11:08
30,0,8,3/20/2019 11:13
60,0,18,3/20/2019 11:13
430,50,36.4,3/20/2019 11:14
170,5,21,3/20/2019 11:26
15,0,2,3/20/2019 11:30
760,19,72.22,3/20/2019 11:38
981.45,0,127.95,3/20/2019 12:10
33.3,0,4.96,3/20/2019 12:15
340,16.1,28,3/20/2019 12:28
110,0,15,3/20/2019 12:35
240,0,32.9,3/20/2019 12:37
160,0,22,3/20/2019 1:14
130,5,12.86,3/20/2019 1:17
617.5,32.5,97.5,3/20/2019 1:23
100,0,32.9,3/20/2019 6:08
19,0,2.42,3/20/2019 4:59
140,5,30,3/20/2019 5:03
20,0,4.4,3/20/2019 5:05
4129.2,310.8,279.2,3/20/2019 5:30
19.44,0,2.52,3/20/2019 5:32
100,0,9,3/20/2019 5:44
505.33,26.6,45.2735,3/20/2019 5:52
60,0,13.86,3/20/2019 6:09
100,0.75,13.21,3/20/2019 6:11
680,15,21.2,3/20/2019 6:13
3681.25,193.75,147.65,3/21/2019 12:24
8.7,0,1.27,3/20/2019 6:23
726.37,38.23,61.89,3/20/2019 6:26
135,0,25,3/20/2019 6:26
313.5,16.5,26.5,3/20/2019 6:48
25,0,16.3989,3/21/2019 10:24
70,0,7,3/20/2019 6:41
80,0.64,9.88,3/20/2019 6:50
60,0.6,7.3,3/20/2019 6:55
159.6,8.4,12.23,3/20/2019 6:55
30,1.5,2.61,3/20/2019 6:56
104.5,5.5,9,3/20/2019 6:59
521.57,27.45,44.089,3/20/2019 7:05
146.49,7.71,12.29,3/20/2019 7:07
73.82,3.89,6.215,3/20/2019 7:14
1697.08,89.32,145.55,3/20/2019 7:15
170,0,22.5,3/20/2019 7:23
196.17,10.3245,16.7355,3/20/2019 7:23
1080,40,57.75,3/20/2019 7:26
1148.35,41.65,53.55,3/20/2019 7:27
720.33,37.91,60.228,3/20/2019 7:41
120,0,20,3/20/2019 7:41
518.7,27.3,44.3,3/20/2019 7:47
180,0,45,3/20/2019 7:47
857.85,45.15,71.85,3/20/2019 7:50
207.48,10.92,17.68,3/20/2019 7:51
640,36.36,53.762,3/20/2019 7:54
150,0,45.75,3/20/2019 7:59
996.36,52.44,90.58,3/20/2019 8:01
178.6,9.4,16.6,3/20/2019 8:03
100,0,18,3/20/2019 8:05
30,0,3.92,3/20/2019 8:06
20,5,-1.74,3/20/2019 8:06
600,15,34.2,3/20/2019 8:07
125,4,15.35,3/20/2019 8:08
319.2,16.8,24.46,3/20/2019 8:09
400,24.8,28.8,3/20/2019 8:14
545,0,135.5,3/20/2019 8:15
90,5,8.64,3/20/2019 8:15
130,4,14,3/20/2019 8:16
960,55.4,77,3/20/2019 8:19
240,5,27,3/20/2019 8:26
100,8,1.36,3/20/2019 8:26
13.6,0,2.28,3/20/2019 8:27
300,0,41.1,3/20/2019 8:27
60,3,5.22,3/20/2019 8:28
6,0.8,0.34,3/20/2019 8:28
430,23.6,35.8,3/20/2019 8:31
530,5,64,3/20/2019 8:32
205.88,10.84,17.404,3/20/2019 8:35
322.91,17,27.315,3/20/2019 8:37
520,20,66.9,3/20/2019 8:41
399.95,21.05,37.25,3/20/2019 8:42
70,0,15,3/20/2019 8:47
95.9,0,25.2,3/20/2019 8:48
258.78,0,33.82,3/20/2019 8:50
330,10,31.04,3/20/2019 8:50
20,3.94,-0.58,3/20/2019 8:52
450,11.89,48.34,3/20/2019 8:54
421.04,22.16,39.84,3/20/2019 9:07
274.17,14.43,23.37,3/20/2019 9:13
2380.37,125.28,207.3175,3/20/2019 9:16
380,12,42,3/20/2019 9:18
5963.44,313.87,513.785,3/20/2019 9:19
369.995,21.105,31.845,3/20/2019 9:21
180,0,45,3/20/2019 9:23
858.94,26.57,91.535,3/20/2019 9:26
200,32.05,-2.44,3/20/2019 9:26
363.25,11.23,37.2456,3/20/2019 9:26
499.995,27.505,41.395,3/20/2019 9:28
100,0,13.5,3/20/2019 9:29
278,0,38.42,3/20/2019 9:39
280,5,34.68,3/20/2019 9:39
450,0,110,3/20/2019 9:41
140,9,12,3/20/2019 9:46
130.61,6.87,12.486,3/20/2019 9:47
140,5,16.1,3/20/2019 9:50
110,0,14.75,3/20/2019 9:50
40.195,4.805,1.095,3/20/2019 9:53
184.11,9.69,14.91,3/20/2019 9:53
170,0,18.2,3/20/2019 9:54
60,0,7.85,3/20/2019 9:55
200,0,39,3/20/2019 10:05
400.27,0,52.21,3/20/2019 10:13
529.38,27.86,44.848,3/20/2019 10:16
87.1,0,11.7,3/20/2019 10:23
498.75,26.25,41.75,3/20/2019 10:23
1100,250,-10,3/20/2019 10:23
308.83,16.25,26.106,3/20/2019 10:23
210,3,27.4,3/20/2019 10:25
100,0,13.5,3/20/2019 10:27
100,0,19,3/20/2019 10:27
1073.5,56.5,90.5,3/20/2019 10:31
44,0,10.8,3/20/2019 10:36
278.2,8.6,26.616,3/20/2019 10:37
280,0,35,3/20/2019 10:49
267.3,0,36.64,3/20/2019 10:52
1180,20,96.5,3/20/2019 10:53
1000,57,102.4,3/20/2019 11:10
160,7.7,13,3/20/2019 11:19
48.43,3.37,3.433,3/21/2019 9:22
310,5.6,35.6,3/21/2019 10:20
338.2,17.8,49.88,3/21/2019 10:34
80,4,7.64,3/21/2019 10:45
180,0,45,3/21/2019 10:55
284.28,6.4,55.02,3/21/2019 11:02
920,16.82,89.16,3/21/2019 11:25
199.5,10.5,15.5,3/21/2019 11:27
99.33,0,12.9,3/21/2019 11:32
50,0,16,3/21/2019 11:38
236.36,12.44,21.36,3/21/2019 11:49
1050,75,75,3/21/2019 11:50
144.4,7.6,12.24,3/21/2019 12:03
313.5,16.5,26.5,3/21/2019 12:09
145,2.9,16.4,3/21/2019 12:22
170,0,22,3/21/2019 12:23
50,0,4.5,3/21/2019 12:39
200,5,43.26,3/21/2019 12:57
39,0,6.4,3/21/2019 12:57
543.2,16.8,58.2,3/21/2019 1:10
260,15,20,3/21/2019 1:31
240,8,13.52,3/21/2019 1:32
160,0,21,3/21/2019 1:37
1561.94,82.21,126.2925,3/21/2019 1:38
850,10,35.96,3/21/2019 4:22
60,0,9,3/21/2019 4:22
1230,40,85.85,3/21/2019 4:50
1200,50,50,3/21/2019 5:05
15.618,0.822,0.498,3/21/2019 5:18
20,0,6.4,3/21/2019 5:26
140,14.4,4.6,3/21/2019 5:35
505.78,26.62,89.4,3/21/2019 5:48
100,2.84,10.58,3/21/2019 5:51
900,65.11,62.095,3/21/2019 5:55
448.4,23.6,48.4,3/21/2019 6:00
140,5,15,3/21/2019 6:01
893.64,47.03,78.3365,3/21/2019 6:05
60.7,0,12.69,3/21/2019 6:09
1250,63.78,109.52,3/21/2019 6:16
80.4,0,10.68,3/21/2019 6:20
49.5,0,11,3/21/2019 6:23
2900,126.7,205.5,3/23/2019 6:27
100,0,11,3/21/2019 6:28
115,2.5,13.07,3/21/2019 6:30
618.93,32.58,55.325,3/21/2019 6:40
225,0,37.17,3/21/2019 6:41
80,0.52,10.6,3/21/2019 6:47
240,10.2,26.6,3/21/2019 6:57
2460,99,156.9,3/21/2019 7:00
100,0,12.97,3/21/2019 7:02
351.5,18.5,38.2,3/21/2019 7:06
19.18,0,1.54,3/21/2019 7:08
450.9,13.95,46.2545,3/21/2019 7:10
928.4,48.86,85.407,3/21/2019 7:14
5150.02,182.52,383.33,3/24/2019 12:49
240,10,40,3/21/2019 7:19
2094.75,110.25,176.63,3/21/2019 7:21
100,0,13.9,3/21/2019 7:28
300,18,31.32,3/21/2019 7:29
633.09,44.01,44.1885,3/21/2019 7:31
247,13,22.7,3/21/2019 7:33
380,6.5,46.45,3/21/2019 7:36
300,1.88,39.76,3/21/2019 7:36
2130,68,144.08,3/21/2019 7:41
40,1.8,3.6,3/21/2019 7:41
220,0,31.49,3/21/2019 7:44
66.8,0,8.7,3/21/2019 7:46
45,0,5.88,3/21/2019 7:51
60,0,21.12,3/21/2019 7:55
570,10,32.95,3/21/2019 8:00
470,2.98,61.79,3/21/2019 8:01
60,0,12.2,3/21/2019 8:01
80,4,7.64,3/21/2019 8:04
860,0,45.96,3/21/2019 8:05
1079.3,56.81,82.845,3/21/2019 8:15
200,0,59.84,3/21/2019 8:18
657.42,34.6,79.919,3/21/2019 8:28
180,0,23,3/21/2019 8:30
696.54,36.66,62.84,3/21/2019 8:30
30,2,2,3/21/2019 8:32
144,0,35.14,3/21/2019 8:36
4930.5,259.5,418.5,3/21/2019 8:37
133.53,7.03,12.362,3/21/2019 8:38
540,20,54.37,3/21/2019 8:39
160,1.6,19.4,3/21/2019 8:39
39.5,0,12,3/21/2019 8:41
66.5,3.5,5.84,3/21/2019 8:43
110,5.5,10,3/21/2019 8:44
25,0,3.3,3/21/2019 8:45
140,3.87,24.37,3/21/2019 8:47
160,0,20.8,3/21/2019 8:47
179.55,9.45,15.75,3/21/2019 8:47
160,0,22,3/21/2019 8:50
170,0,18.2,3/21/2019 8:51
180,0,25,3/21/2019 8:53
650,15,38.2,3/21/2019 8:55
60,6,0,3/21/2019 8:59
160,4.4,51.45,3/21/2019 9:03
100,0,11,3/21/2019 9:10
843.6,44.4,67.45,3/21/2019 9:12
25,0.1,3.2,3/21/2019 9:12
470,10.5,60.2,3/21/2019 9:14
160,0.56,21.34,3/21/2019 9:16
98,0,13,3/21/2019 9:17
390,5,52.4,3/21/2019 9:17
296.12,15.59,25.115,3/21/2019 9:19
50,0,6.75,3/21/2019 9:19
850,20,66.2,3/21/2019 9:20
700,20,100,3/21/2019 9:22
155,4,16.7,3/21/2019 9:23
320,18.6,26,3/21/2019 9:24
68.8,0,9,3/21/2019 9:26
68,0,11.4,3/21/2019 9:28
530,28,45.4,3/21/2019 9:31
50,0.4,14,3/21/2019 9:33
1280,60.5,72.39,3/21/2019 9:33
80,0,10.4,3/21/2019 9:35
294.5,15.5,24.9,3/21/2019 9:35
300.72,12.53,31.32,3/21/2019 9:39
1030,35.85,64.48,3/21/2019 9:40
220,5,28.75,3/21/2019 9:42
440,10,48.5,3/21/2019 9:43
149.82,4.63,15.8165,3/21/2019 9:45
118.18,6.22,10.68,3/21/2019 9:46
40,2,3.8,3/21/2019 9:47
30,0,4.8,3/21/2019 9:48
40,6,-0.69,3/21/2019 9:48
220,5,23.5,3/21/2019 9:51
359.67,18.93,30.37,3/21/2019 9:52
70,0,8.24,3/21/2019 9:53
120,0,18,3/21/2019 9:54
73.86,0,9.64,3/21/2019 9:58
189.8,0,26.12,3/21/2019 10:09
1250,20,105.85,3/21/2019 10:11
250,0,39.67,3/21/2019 10:12
170,0,24.75,3/21/2019 10:19
150,2.66,17.64,3/21/2019 10:21
840,30,71.17,3/21/2019 10:22
322.34,16.97,27.255,3/21/2019 10:24
298,0,39.54,3/21/2019 10:24
940,21.3,104.7,3/21/2019 10:32
7885.55,415.03,650.961,3/21/2019 10:37
474.34,24.97,45.735,3/21/2019 10:37
140,6.8,12.8,3/21/2019 10:38
230,22.1,12.2,3/21/2019 10:45
200,0,25,3/21/2019 10:53
1180,41.1,115.1,3/21/2019 11:01
1405.05,73.95,121.42,3/21/2019 11:05
200,10,16.4,3/22/2019 10:41
410,11,42.04,3/22/2019 10:46
500,8.8,57.5,3/22/2019 10:53
310,2,43.25,3/22/2019 11:13
473.91,24.94,38.4575,3/22/2019 11:14
182.1,0,25.55,3/22/2019 11:15
399,21,63,3/22/2019 11:16
390,13.5,39.2,3/22/2019 11:20
3487.5,262.5,237.5,3/22/2019 5:37
450,8,57.6,3/22/2019 5:41
97,0,13.57,3/22/2019 5:43
240,0,23.6,3/22/2019 5:46
154.93,4.79,15.9884,3/22/2019 5:46
200,0,26,3/22/2019 5:46
60,0,7.8,3/22/2019 5:47
180.8,0,23.2,3/22/2019 5:51
120,0,12,3/22/2019 5:59
20,0,6.4,3/22/2019 6:05
1380.05,50.05,149.6465,3/22/2019 6:13
1396.8,43.2,144.6,3/22/2019 6:16
200,5,21,3/22/2019 6:17
568.2,29.91,49.995,3/22/2019 6:22
149.77,4.63,14.368,3/22/2019 6:51
380.08,0,49.6,3/22/2019 6:57
899.92,0,117.04,3/22/2019 6:59
110,3,11.8,3/22/2019 6:59
50,0,16,3/22/2019 7:01
571.33,17.67,63.33,3/22/2019 7:02
50,0,16,3/22/2019 7:04
700,20.88,79.21,3/22/2019 7:08
300,7.53,32.52,3/22/2019 7:10
189.26,0,33.4,3/22/2019 7:11
509.98,26.84,41.259,3/22/2019 7:15
200,2,29.36,3/22/2019 7:16
686.77,21.24,74.0997,3/22/2019 7:21
1430,43,149.15,3/22/2019 7:22
37.32,0,5.07,3/22/2019 7:22
780,17.7,212.24,3/22/2019 7:31
1775.85,93.47,153.254,3/22/2019 7:31
184.94,9.73,15.6565,3/22/2019 7:34
460,10,21.45,3/22/2019 7:35
253.27,13.33,22.87,3/22/2019 7:39
540.44,28.44,49.036,3/22/2019 7:40
650,0,45.5,3/22/2019 7:40
119.16,0,14.28,3/22/2019 7:43
620,1,65.25,3/22/2019 7:44
147.5,0,19.1,3/22/2019 7:45
944.3,49.7,98.8,3/22/2019 7:49
2258.7,118.88,190.021,3/22/2019 7:52
127.79,6.73,12.294,3/22/2019 7:54
550,20,55.8,3/22/2019 7:57
300.48,12.52,31.48,3/22/2019 7:59
170,10,13.82,3/22/2019 8:01
196.2,0,26.1,3/22/2019 8:01
980.1,9.9,116.1,3/22/2019 8:04
175,4.32,19.88,3/22/2019 8:08
1397.29,43.22,79.295,3/22/2019 8:09
240,5,27,3/22/2019 8:10
130,3.6,14.81,3/22/2019 8:11
260,10,72.5,3/22/2019 8:12
176,0,23,3/22/2019 8:13
560,8.5,89.2,3/22/2019 8:16
110.1,0,13.9,3/22/2019 8:17
200,8,24,3/22/2019 8:21
425,0,79.67,3/22/2019 8:23
361,19,32.2,3/22/2019 8:24
313.31,16.49,37.31,3/22/2019 8:29
150,2.4,17.46,3/22/2019 8:33
250,3.5,28.6,3/22/2019 8:37
350.65,18.46,29.975,3/22/2019 8:40
96,0,12.7,3/22/2019 8:42
248.43,13.08,21.025,3/22/2019 8:46
120.82,0,21.1,3/22/2019 8:51
60,0,13.86,3/22/2019 8:52
230,11.5,20,3/22/2019 8:52
959.52,29.68,109.924,3/22/2019 8:56
12,0,3.3,3/22/2019 8:57
40,0,5.2,3/22/2019 9:12
1170,30,129.87,3/22/2019 9:13
175.42,9.23,14.8675,3/22/2019 9:14
583.74,37.26,47.32,3/22/2019 9:16
1970,35,214.21,3/22/2019 9:18
23.92,0,3.12,3/22/2019 9:19
111.25,5.86,9.445,3/22/2019 9:28
590,10,50,3/22/2019 9:38
240,11,22,3/22/2019 9:41
130,5,7,3/22/2019 9:42
150,5.85,14.48,3/22/2019 9:44
442.18,23.27,32.8275,3/22/2019 9:47
230,15.6,12,3/22/2019 9:53
150,4.9,13.88,3/22/2019 9:59
179.5,0,24,3/22/2019 10:00
130,0,17.5,3/22/2019 10:01
580,10,68.5,3/22/2019 10:03
115,0,11.3,3/22/2019 10:04
148.68,7.83,12.575,3/22/2019 10:04
327.84,10.14,77.6406,3/22/2019 10:12
411.96,12.74,47.259,3/22/2019 10:14
567.16,17.54,58.719,3/22/2019 10:16
440,25,100.5,3/22/2019 10:25
560,16.3,58.87,3/23/2019 10:53
190,0,22.9,3/22/2019 10:33
320,10,35.8,3/22/2019 10:35
360,18.75,30.93,3/22/2019 10:47
1520.14,80.01,130.6925,3/22/2019 10:51
480,21,47.56,3/22/2019 10:54
620,10,65.41,3/22/2019 10:59
650,40,37.93,3/22/2019 11:06
100,0,32.9,3/23/2019 8:51
320,10,76.6,3/23/2019 8:59
140,3,16.8,3/23/2019 9:02
20,0,2.62,3/23/2019 9:02
160,9.65,12.4575,3/23/2019 9:07
330,19.11,27.095,3/23/2019 9:12
418.95,22.05,38.71,3/23/2019 9:14
199.5,10.5,18,3/23/2019 9:33
210,0,27,3/23/2019 9:37
30,0,6.93,3/23/2019 9:39
390,11.5,43.1,3/23/2019 9:43
200,0,24.56,3/23/2019 10:06
98.52,5.19,9.075,3/23/2019 10:15
40,0,3.6,3/23/2019 10:16
50,5,10,3/23/2019 10:17
1750,40,126.9,3/23/2019 10:26
70,0,10,3/23/2019 10:27
200,0,24,3/23/2019 10:38
70,5.74,3.57,3/23/2019 10:39
710,20.38,75.64,3/23/2019 10:49
90,5.44,7.5,3/23/2019 10:50
120,4,12,3/23/2019 10:54
200,8,19.1,3/23/2019 11:05
417.72,21.99,34.615,3/23/2019 11:07
100,0,10,3/23/2019 11:07
825.41,43.44,66.4575,3/23/2019 11:13
15,1.44,-0.12,3/23/2019 11:15
149.6,10.4,10.45,3/23/2019 11:28
280,15,26,3/23/2019 11:29
290,0,38,3/23/2019 12:02
170,0,24.75,3/23/2019 12:03
55,0,15,3/23/2019 12:06
434.91,22.89,36.82,3/23/2019 12:07
1715.77,62.23,256.71,3/23/2019 12:53
33.3,0,4.96,3/23/2019 12:18
140,1.5,30.05,3/23/2019 12:21
190,5,20.45,3/23/2019 12:44
12.5,0,1.63,3/23/2019 12:45
298.5,0,49.5,3/23/2019 12:51
250,16.51,20.695,3/23/2019 12:55
100,5,8.5,3/23/2019 1:00
500,20,48,3/23/2019 1:13
144.12,7.59,12.715,3/23/2019 5:41
656.17,34.54,56.965,3/23/2019 5:43
680,31.08,63.28,3/23/2019 5:45
75,3,5.36,3/23/2019 5:48
3000.79,208.61,212.389,3/23/2019 5:52
1360,50,77,3/23/2019 5:51
10,0,1.5,3/23/2019 5:53
330,6.8,36.9,3/23/2019 5:57
340,5,40,3/23/2019 5:59
149.435,7.865,15.635,3/23/2019 6:00
478.8,25.2,40.5,3/23/2019 6:03
935.5,49.5,79.68,3/23/2019 6:06
427.41,22.5,1.405,3/23/2019 6:10
500,0,53.55,3/23/2019 6:11
133,7,11,3/23/2019 6:14
300,10,29.26,3/23/2019 6:15
20,1.78,1.07,3/23/2019 6:19
1070,55,90.5,3/23/2019 6:20
25,0.2,3.5,3/23/2019 6:24
80,0,24.25,3/23/2019 6:30
770,20,290,3/23/2019 6:32
120,0.55,16.5,3/23/2019 6:36
150,0,22.5,3/23/2019 6:40
110,0,10,3/23/2019 6:42
213.75,11.25,18.75,3/23/2019 6:43
270,6.16,26.44,3/23/2019 6:44
20,1,3.2,3/23/2019 6:44
540,29.75,42.3025,3/23/2019 6:54
860,23.13,89.24,3/23/2019 6:56
300,3.6,38.47,3/23/2019 6:59
980,53.62,81.199,3/23/2019 7:02
90,0,18.74,3/23/2019 7:03
190,0,50,3/23/2019 7:05
795.15,41.85,63.35,3/23/2019 7:08
120,5,14,3/23/2019 7:08
140,0,16.8,3/23/2019 7:09
100,1.5,12.3,3/23/2019 7:16
638.53,33.61,53.993,3/23/2019 7:16
180,0,23.82,3/23/2019 7:26
180,0,45,3/23/2019 7:27
130,3.5,16.9,3/23/2019 7:28
